Report ID,Arrest Date,Time,Area ID,Area Name,Reporting District,Age,Sex Code,Descent Code,Charge Group Code,Charge Group Description,Arrest Type Code,Charge,Charge Description,Address,Cross Street,latitude,longitude
5194827,1/3/18,1955,4,Hollenbeck,497,47,M,H,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,2800 E  OLYMPIC,,34.0234,-118.2177
5194848,1/3/18,1825,4,Hollenbeck,491,30,F,W,6,Larceny,M,459.5PC,SHOPLIFTING,2600 E  OLYMPIC                      BL,,34.0253,-118.2224
5194863,1/3/18,2020,4,Hollenbeck,417,22,M,H,24,Miscellaneous Other Violations,O,1203.2PC,PROBATION VIOLATION,BEAGLE,TELLURIDE,34.0794,-118.1974
5194912,1/3/18,2140,4,Hollenbeck,454,27,F,H,24,Miscellaneous Other Violations,O,1203.2PC,PROBATION VIOLATION,100 S  BOYLE                        AV,,34.0472,-118.2198
5194784,1/3/18,2018,4,Hollenbeck,499,45,M,H,4,Aggravated Assault,F,245(A)(2)PC,ADW W/FIREARM,3500 E  14TH                         ST,,34.0173,-118.2028
180404351,1/4/18,1735,4,Hollenbeck,456,57,M,H,17,Liquor Laws,M,25658(A)BP,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,700 N  FICKETT                      ST,,34.0495,-118.2036
180404352,1/4/18,1800,4,Hollenbeck,449,53,M,H,17,Liquor Laws,M,25658(A)BP,SALE/ETC OF ALCOHOLIC BEVERAGE TO MINOR,3000    WABASH                       AV,,34.0527,-118.1969
5195380,1/4/18,1455,4,Hollenbeck,456,24,M,H,4,Aggravated Assault,F,245(A)(4)PC,ASSAULT LIKELY TO PRODUCE GBI,FICKETT,MALABAR,34.0495,-118.2036
5195741,1/4/18,1345,4,Hollenbeck,459,23,F,H,7,Vehicle Theft,F,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,BLADES                       ST,MALABAR                      ST,34.0468,-118.1964
5195904,1/4/18,2145,4,Hollenbeck,449,25,M,W,22,Driving Under Influence,M,23152(F)VC,DUI OF ANY DRUG,POMEROY                      ST,TREMONT                      ST,34.0533,-118.1977
5196333,1/5/18,1100,4,Hollenbeck,497,36,M,H,4,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",LORENA,ESTRADA,34.0209,-118.2053
5196543,1/5/18,1715,4,Hollenbeck,427,33,M,H,8,Other Assaults,M,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,3200    KENNETH                      DR,,34.082,-118.1867
5196565,1/5/18,1715,4,Hollenbeck,473,22,M,W,8,Other Assaults,M,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,2100 E  1ST                          ST,,34.0376,-118.2166
5196817,1/5/18,2035,4,Hollenbeck,457,24,F,H,24,Miscellaneous Other Violations,F,3000.08CPC,PAROLE WARRANT,2500    BOULDER                      ST,,34.0486,-118.2041
5196576,1/5/18,1705,4,Hollenbeck,455,26,M,H,7,Vehicle Theft,F,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,500 N  SAINT LOUIS                  ST,,34.0485,-118.2115
180400512,1/6/18,130,4,Hollenbeck,423,46,M,H,,,M,11377 H S,,1100 N  MISSION                      RD,,34.0651,-118.2116
180404931,1/6/18,2040,4,Hollenbeck,461,14,M,H,24,Miscellaneous Other Violations,M,308(B)PC,MINOR BUY/ETC TOBACCO/ETC,1ST                          ST,PECAN                        ST,34.045,-118.2256
180404932,1/6/18,1620,4,Hollenbeck,453,15,F,H,24,Miscellaneous Other Violations,M,308(B)PC,MINOR BUY/ETC TOBACCO/ETC,PENNSYLVANIA,BAILEY,34.048,-118.2181
5197054,1/6/18,135,4,Hollenbeck,457,28,M,H,4,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,2900 E  CESAR E CHAVEZ               AV,,34.0469,-118.2032
5197083,1/6/18,259,4,Hollenbeck,403,31,F,O,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,YORK                         AV,PASADENA                     FY,34.1002,-118.1967
5197494,1/6/18,830,4,Hollenbeck,422,48,M,H,24,Miscellaneous Other Violations,O,3454(C)PC,FLASH INCARCERATION,BROADWAY                     BL,HANCOCK                      ST,34.0737,-118.2091
5197571,1/6/18,1030,4,Hollenbeck,418,55,M,W,4,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",5000    LATHROP                      ST,,34.097,-118.1722
5197597,1/6/18,1210,4,Hollenbeck,466,36,F,H,24,Miscellaneous Other Violations,F,594(A)(2)PC,DAMAGE PROPERTY,1ST,SARATOGA,34.0415,-118.2048
5197656,1/6/18,1700,4,Hollenbeck,478,20,F,B,8,Other Assaults,M,242PC,BATTERY ON NONCOHABITATING FORMER SPOUSE,3400    PERCY                        ST,,34.0287,-118.1999
5197761,1/6/18,2135,4,Hollenbeck,488,37,M,H,4,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,3300    BESWICK                      ST,,34.0248,-118.2054
5197804,1/6/18,2223,4,Hollenbeck,401,33,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,AVENUE 52,PASADENA                     FY,34.0898,-118.2075
5197846,1/6/18,2230,4,Hollenbeck,478,58,M,H,4,Aggravated Assault,M,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,CONCORD,INEZ,34.0296,-118.202
5197735,1/6/18,2015,4,Hollenbeck,453,17,F,H,7,Vehicle Theft,F,487(D)(1)PC,GRAND THEFT AUTO/HORSE/ETC,1500    PENNSYLVANIA                 AV,,34.0499,-118.2206
5197119,1/6/18,536,4,Hollenbeck,473,23,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,8TH                          ST,SANTA FE,34.0376,-118.2166
5197878,1/7/18,45,4,Hollenbeck,402,39,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,MONTEREY                     RD,DEBS PARK                    RD,34.1003,-118.1879
5198099,1/7/18,1,4,Hollenbeck,407,32,M,H,24,Miscellaneous Other Violations,M,853.7PC,FTA AFTER WRITTEN PROMISE,3800    MONTEREY                     RD,,34.0907,-118.188
5198298,1/7/18,1320,4,Hollenbeck,421,23,F,O,8,Other Assaults,M,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,600    MOULTON                      AV,,34.066,-118.2189
5198321,1/7/18,1455,4,Hollenbeck,457,19,M,H,8,Other Assaults,M,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,400 N  MOTT                         ST,,34.0452,-118.2041
5198401,1/7/18,1755,4,Hollenbeck,455,30,F,H,8,Other Assaults,M,243(A)PC,BATTERY ON PERSON,2300    BARLOW                       ST,,34.0531,-118.2054
5198161,1/7/18,500,4,Hollenbeck,497,21,M,H,8,Other Assaults,M,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,3300    ESTRADA                      ST,,34.0217,-118.2075
5198639,1/8/18,230,4,Hollenbeck,467,19,M,H,24,Miscellaneous Other Violations,M,594(A)(1)PC,DEFACE PROPERTY,7TH,SAVANNAH,34.0387,-118.2079
5198654,1/8/18,230,4,Hollenbeck,467,18,M,H,24,Miscellaneous Other Violations,M,594(A)(1)PC,DEFACE PROPERTY,1ST,SAVANNA,34.0387,-118.2079
5198689,1/8/18,530,4,Hollenbeck,413,24,F,H,24,Miscellaneous Other Violations,M,166(C)(1)PC,VIOL DOMESTIC VIOL PROTECT/STAY AWAY ORD,300 E  AVENUE 31,,34.081,-118.2132
5198892,1/8/18,1130,4,Hollenbeck,412,23,M,H,8,Other Assaults,M,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,2300    HUMBOLDT                     ST,,34.0788,-118.2196
5198936,1/8/18,1340,4,Hollenbeck,497,25,M,B,24,Miscellaneous Other Violations,M,853.7PC,FTA AFTER WRITTEN PROMISE,CONCORD                      ST,HUNTER                       ST,34.021,-118.208
5198977,1/8/18,1220,4,Hollenbeck,402,12,M,H,12,Weapon (carry/poss),F,25850(A)PC,CARRY LOADED F/ARM PRSON/HEH PUBLIC PLACE,3600    BOUNDARY                     AV,,34.0876,-118.1929
5199217,1/8/18,1220,4,Hollenbeck,402,20,M,H,7,Vehicle Theft,F,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,BOUNDARY,FLORIZEL,34.0871,-118.1929
5199221,1/8/18,1220,4,Hollenbeck,402,18,M,H,12,Weapon (carry/poss),F,29800(A)1PC,POSS F/ARM BY CONVICTED FELON/ADDICT/ETC,BOUNDARY,FLORIZEL,34.0871,-118.1929
5199279,1/8/18,2120,4,Hollenbeck,449,46,M,H,8,Other Assaults,M,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,2500    POMEROY                      AV,,34.0534,-118.2006
5199537,1/9/18,944,4,Hollenbeck,467,36,M,H,15,Against Family/Child,M,273.6(A)PC,DISOBEY DOMESTIC RELATIONS COURT ORDER,500 S  CAMULOS                      ST,,34.036,-118.2074
5199711,1/9/18,1245,4,Hollenbeck,429,22,M,H,6,Larceny,F,487(A)PC,GRAND THEFT MONEY/PROPERTY > $400,CRONUS,VAQUERO,34.083,-118.1678
5199727,1/9/18,1440,4,Hollenbeck,453,18,F,H,8,Other Assaults,M,243(A)PC,BATTERY ON PERSON,1700 E  CESARCHAVEZ                  AV,,34.0517,-118.2178
5199846,1/9/18,2000,4,Hollenbeck,464,50,F,H,10,Fraud/Embezzlement,F,498(D)PC,THEFT OF UTILITY SERVICES > $400,2100 E  1ST                          ST,,34.0449,-118.2137
5199442,1/9/18,600,4,Hollenbeck,424,29,F,H,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,ALTA,BROADWAY,34.0738,-118.2039
180400525,1/10/18,1610,4,Hollenbeck,473,46,F,H,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,4TH,5                            FY,34.0428,-118.2167
5199983,1/10/18,30,4,Hollenbeck,463,33,M,B,8,Other Assaults,M,243(E)(1)PC,BATT EX-SPOUSE/FIANCEE/PERSN W/DATING REL,300    BOYLE,,34.0462,-118.2153
5200034,1/10/18,242,4,Hollenbeck,471,24,F,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HOLLYWOOD                    FY,7TH                          ST,34.036,-118.2242
5200051,1/10/18,320,4,Hollenbeck,455,23,M,H,24,Miscellaneous Other Violations,M,452(D)PC,RECKLESSLY CAUSE FIRE OF PROPERTY,BREED,CESAR CHAVEZ,34.0473,-118.2089
5200070,1/10/18,343,4,Hollenbeck,473,34,F,H,16,Narcotic Drug Laws,M,11364HS,POSSESSION CNTL SUBSTANCE PARAPHERNALIA,WHITTIER,BOYLE,34.0357,-118.2189
5200263,1/10/18,1015,4,Hollenbeck,477,32,M,H,8,Other Assaults,F,422(A)PC,TERRORIZE CAUSING FEAR,900    ORME                         AV,,34.0328,-118.2121
5200816,1/10/18,1430,4,Hollenbeck,491,34,F,W,6,Larceny,M,459.5PC,SHOPLIFTING,2600 E  OLYMPIC                      BL,,34.0253,-118.2224
5200842,1/10/18,1515,4,Hollenbeck,473,26,M,H,5,Burglary,M,A459PC,ATTEMPT - BURGLARY,400 S  SAINT LOUIS                  ST,,34.0423,-118.2155
5200875,1/10/18,1515,4,Hollenbeck,473,33,M,H,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,BOYLE,HOLLENBECK,34.0379,-118.2194
5200876,1/10/18,1445,4,Hollenbeck,445,23,F,B,23,Moving Traffic Violations,M,14601.1AVC,DRIVE W/LIC SUSPEND/REVOKE 4 OTHER REASON,1900    MARENGO,,34.0578,-118.2102
5200936,1/10/18,1700,4,Hollenbeck,416,21,M,H,6,Larceny,M,487EPC,GRAND THEFT DOG W/$400 OR MORE VALUE,AVENUE 28,MONTECITO                    DR,34.081,-118.2076
5200953,1/10/18,1440,4,Hollenbeck,473,51,M,H,16,Narcotic Drug Laws,F,11378HS,POSSESSION CONTROLLED SUBSTANCE FOR SALE,BOYLE,HOBK                         DR,34.0376,-118.2166
5200985,1/10/18,1845,4,Hollenbeck,448,33,M,H,24,Miscellaneous Other Violations,O,3454(C)PC,FLASH INCARCERATION,1500    CRUSADO                      LN,,34.059,-118.1947
5201109,1/10/18,2215,4,Hollenbeck,478,22,M,H,24,Miscellaneous Other Violations,F,594(A)(2)PC,DAMAGE PROPERTY,WHITTIER,LORENA,34.0267,-118.1985
5200383,1/10/18,900,4,Hollenbeck,477,24,M,H,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,S  MATHEWS                      ST,WHITTIER                     BL,34.0337,-118.2141
5200899,1/10/18,1500,4,Hollenbeck,473,38,F,H,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,600 S  BOYLE                        AV,,34.0383,-118.2196
5201509,1/11/18,1330,4,Hollenbeck,497,48,M,H,16,Narcotic Drug Laws,F,11378HS,POSSESSION CONTROLLED SUBSTANCE FOR SALE,GLENN                        AV,GRANDE VISTA,34.0209,-118.21
5201679,1/11/18,1250,4,Hollenbeck,464,47,M,W,4,Aggravated Assault,F,368(C)PCDP,ASSAULT DEPENDENT ADULT,2100 E  1ST                          ST,,34.0449,-118.2137
5201823,1/11/18,1800,4,Hollenbeck,455,30,M,H,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,700 N  SOTO                         ST,,34.0512,-118.2093
5201905,1/11/18,1510,4,Hollenbeck,448,31,M,H,5,Burglary,F,459PC,BURGLARY,1400    MURCHISON                    ST,,34.0579,-118.1968
5202131,1/12/18,225,4,Hollenbeck,473,33,M,H,23,Moving Traffic Violations,M,12500(A)VC,UNLICENSED DRIVER,BOYLE,WHITTIER,34.0358,-118.2189
5202368,1/12/18,335,4,Hollenbeck,462,30,F,H,16,Narcotic Drug Laws,F,11378HS,POSSESSION CONTROLLED SUBSTANCE FOR SALE,500 S  BOYLE                        AV,,34.0415,-118.2196
5202439,1/12/18,335,4,Hollenbeck,454,41,M,H,16,Narcotic Drug Laws,F,11378HS,POSSESSION CONTROLLED SUBSTANCE FOR SALE,300 S  BOYLE                        AV,,34.0454,-118.2198
5202642,1/12/18,1445,4,Hollenbeck,465,15,F,H,8,Other Assaults,M,69PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,400 S  CONCORD,,34.033,-118.2002
5202722,1/12/18,1610,4,Hollenbeck,463,21,M,H,23,Moving Traffic Violations,M,40508(A)VC,FTA/TRAFFIC WARRANT,2000    MICHIGAN                     AV,,34.0473,-118.2138
5202726,1/12/18,1625,4,Hollenbeck,426,38,M,H,24,Miscellaneous Other Violations,F,3000.08CPC,PAROLE WARRANT,5000    AXTELL                       ST,,34.086,-118.1737
5202738,1/12/18,1610,4,Hollenbeck,463,23,M,H,24,Miscellaneous Other Violations,O,1203.2PC,PROBATION VIOLATION,2000    MICHIGAN                     AV,,34.0473,-118.2138
5202878,1/12/18,2040,4,Hollenbeck,452,39,M,H,24,Miscellaneous Other Violations,F,594(A)(2)PC,DAMAGE PROPERTY,1700 E  1ST                          ST,,34.0502,-118.2222
5203011,1/12/18,2344,4,Hollenbeck,491,34,F,O,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SANTA MONICA                 FY,ALAMEDA,34.0233,-118.2222
5202999,1/13/18,25,4,Hollenbeck,464,19,M,H,4,Aggravated Assault,M,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,2100 E  1ST                          ST,,34.0449,-118.2137
5203247,1/13/18,106,4,Hollenbeck,478,30,M,O,8,Other Assaults,F,69PC,OBSTRUCT/RESIST EXECUTIVE OFFICER,POMONA                       FY,LORENA,34.0295,-118.1999
5203369,1/13/18,725,4,Hollenbeck,449,40,M,H,4,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,2700    DOBINSON                     ST,,34.0515,-118.1991
5203559,1/13/18,1510,4,Hollenbeck,497,26,M,H,6,Larceny,M,459.5PC,SHOPLIFTING,2700 E  OLYMPIC                      BL,,34.0243,-118.2198
5203670,1/13/18,2030,4,Hollenbeck,479,23,M,H,15,Against Family/Child,M,273.6(A)PC,DISOBEY DOMESTIC RELATIONS COURT ORDER,3500    SISKIYOU                     ST,,34.0256,-118.1992
5203748,1/13/18,2200,4,Hollenbeck,465,31,M,B,4,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,400 S  LORENA                       ST,,34.0334,-118.1975
5203758,1/13/18,2032,4,Hollenbeck,453,27,M,B,16,Narcotic Drug Laws,M,11377(A)HS,POSSESSION CONTROLLED SUBSTANCE,N  BOYLE                        AV,PLEASANT                     AV,34.0486,-118.2192
5203815,1/13/18,2230,4,Hollenbeck,437,65,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,VALLEY                       BL,VINEBURN,34.0632,-118.1901
5203845,1/14/18,45,4,Hollenbeck,404,38,M,H,24,Miscellaneous Other Violations,F,594(A)(1)PC,DEFACE PROPERTY,AVENUE 60,MONTEREY,34.1055,-118.1842
5203868,1/14/18,205,4,Hollenbeck,459,31,M,H,16,Narcotic Drug Laws,M,11550(A)HS,UNDER INFLUENCE CNTL SUB,CESAR CHAVEZ,EVERGREEN,34.0428,-118.1986
5203927,1/14/18,332,4,Hollenbeck,489,31,M,H,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SOTO,87TH,34.0245,-118.2143
5204045,1/14/18,900,4,Hollenbeck,402,23,M,H,4,Aggravated Assault,F,245(B)PC,ADW W/SEMIAUTOMATIC RIFLE,SAN FERNANDO,GLENDALE                     FY,34.0923,-118.1978
5204404,1/14/18,1430,4,Hollenbeck,412,36,M,H,5,Burglary,F,459PC,BURGLARY,2500    DALY                         ST,,34.0806,-118.2176
5204407,1/14/18,1600,4,Hollenbeck,424,30,M,H,8,Other Assaults,M,243(A)PC,BATTERY ON PERSON,3500 N  MISSION                      RD,,34.0671,-118.2039
5204414,1/14/18,1715,4,Hollenbeck,467,19,M,H,15,Against Family/Child,M,273.6(A)PC,DISOBEY DOMESTIC RELATIONS COURT ORDER,100 S  SOTO                         ST,,34.0437,-118.2098
5204479,1/14/18,1940,4,Hollenbeck,424,27,M,H,24,Miscellaneous Other Violations,O,3454(C)PC,FLASH INCARCERATION,MISSION,THOMAS,34.0665,-118.205
5203843,1/14/18,125,4,Hollenbeck,478,43,M,H,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL/DRUGS W/INJURY,S  LORENA                       ST,WHITTIER                     BL,34.0278,-118.201
5204496,1/14/18,2032,4,Hollenbeck,407,43,M,H,22,Driving Under Influence,F,23153(A)VC,DUI ALCOHOL/DRUGS W/INJURY,MONTEREY                     RD,HUNTINGTON                   DR,34.0857,-118.1875
180404759,1/15/18,1930,4,Hollenbeck,443,42,M,B,,,I,41.27(C)LAM,,MARENGO,STATE                        ST,34.0578,-118.2102
180404760,1/15/18,1930,4,Hollenbeck,443,26,M,H,,,I,41.27(C)LAM,,MARENGO                      ST,STATE                        ST,34.0578,-118.2102
5204700,1/15/18,255,4,Hollenbeck,453,20,M,H,7,Vehicle Theft,F,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,BOYLE,PENNSYLVANIA,34.0486,-118.2192
5204726,1/15/18,340,4,Hollenbeck,471,30,F,C,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,7TH,ANDERSON                     ST,34.0345,-118.2232
5204727,1/15/18,320,4,Hollenbeck,464,48,M,H,11,Receive Stolen Property,M,496(A)PC,RECEIVING KNOWN STOLEN PROPERTY >$950,1ST                          ST,BREED                        ST,34.0443,-118.211
5204734,1/15/18,451,4,Hollenbeck,404,44,M,B,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,HARBOR                       FY,BRIDGEWELL,34.1056,-118.1841
5204867,1/15/18,1010,4,Hollenbeck,466,16,M,H,8,Other Assaults,M,243(A)PC,BATTERY ON PERSON,2100 E  1ST                          ST,,34.0436,-118.2051
5205142,1/15/18,1700,4,Hollenbeck,402,40,M,H,7,Vehicle Theft,F,10851(A)VC,TAKE VEHICLE W/O OWNER'S CONSENT,GRIFFIN                      AV,AVENUE 35,34.0888,-118.2065
5205159,1/15/18,1930,4,Hollenbeck,424,26,M,H,4,Aggravated Assault,F,A187(A)PC,ATTEMPT - MURDER,MISSION,LINCOLN PARK,34.0678,-118.2024
5205294,1/15/18,2030,4,Hollenbeck,404,20,M,H,7,Vehicle Theft,F,666.5PC,VEHICLE THEFT W/PRIOI FELONY VC108851/GTA,AVENUE 60,MONTEREY                     RD,34.1055,-118.1842
5205403,1/15/18,2250,4,Hollenbeck,404,37,M,H,3,Robbery,F,215(A)PC,CARJACKING,600 S  AVE 60,,34.1056,-118.1841
5205330,1/15/18,2210,4,Hollenbeck,437,22,M,H,5,Burglary,F,459PC,BURGLARY,2400 N  EASTERN                      AV,,34.0689,-118.1878
5205344,1/15/18,2210,4,Hollenbeck,437,20,M,H,5,Burglary,F,459PC,BURGLARY,2400 N  EASTERN                      AV,,34.0689,-118.1878
5205287,1/16/18,50,4,Hollenbeck,449,29,M,W,22,Driving Under Influence,M,23152(A)VC,DRUNK DRIVING ALCOHOL/DRUGS,SANTA MONICA                 FY,INDIANA                      AV,34.0527,-118.1969
5205367,1/16/18,5,4,Hollenbeck,497,22,F,H,4,Aggravated Assault,F,273.5(A)PC,CORPORAL INJURY ON SPOUSE/COHABITANT/ETC,1200    VELASCO                      ST,,34.0199,-118.2048
5205951,1/16/18,1145,4,Hollenbeck,461,28,F,B,23,Moving Traffic Violations,M,14601.1AVC,DRIVE W/LIC SUSPEND/REVOKE 4 OTHER REASON,300 S  CLARENCE                     ST,,34.0451,-118.224
5206091,1/16/18,1300,4,Hollenbeck,455,30,M,H,4,Aggravated Assault,F,245(A)(2)PC,ADW W/FIREARM,SAINT LOUIS                  ST,CHAVEZ                       AV,34.0512,-118.2093
5206093,1/16/18,1640,4,Hollenbeck,489,36,M,H,8,Other Assaults,M,243(A)PC,BATTERY ON PERSON,2800    CAMULOS,,34.0257,-118.217
5206116,1/16/18,1515,4,Hollenbeck,499,29,M,H,23,Moving Traffic Violations,M,12500(A)VC,UNLICENSED DRIVER,1100 S  SPENCE                       ST,,34.0228,-118.2009
5206120,1/16/18,1515,4,Hollenbeck,499,51,M,H,10,Fraud/Embezzlement,F,498(D)PC,THEFT OF UTILITY SERVICES > $400,1100    SPENCE                       ST,,34.0228,-118.2009
5206144,1/16/18,1500,4,Hollenbeck,415,32,M,H,4,Aggravated Assault,F,245(A)(1)PC,"ADW, NOT FIREARM, W/GBI",2400    WORKMAN                      ST,,34.0737,-118.2144
5206249,1/16/18,2200,4,Hollenbeck,463,23,M,H,24,Miscellaneous Other Violations,M,594(A)PC,VANDALISM,2000 E  3RD                          ST,,34.0437,-118.2161
5206308,1/16/18,1950,4,Hollenbeck,489,37,F,H,6,Larceny,M,484(A)PC,GRAND THEFT (OVER $400),2700 E  8TH                          ST,,34.0273,-118.2176
180404924,1/17/18,1055,4,Hollenbeck,473,15,F,H,27,Pre-Delinquency,M,45.04LAMC,TRUANCY,400 S  SAINT LOUIS                  ST,,34.0423,-118.2155
180404925,1/17/18,1100,4,Hollenbeck,473,16,F,H,27,Pre-Delinquency,M,45.04LAMC,TRUANCY,400 S  SAINT LOUIS                  ST,,34.0423,-118.2155
180404929,1/17/18,1055,4,Hollenbeck,473,14,F,H,27,Pre-Delinquency,M,45.04LAMC,TRUANCY,400 S  SAINT LOUIS                  ST,,34.0423,-118.2155
